symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
AUDIO,1.41,66.67,1.777,-2.88,6,7035.28,0.65,"{""동적익절"": 3, ""손절"": 1, ""트레일링스탑"": 2}"
AVAIL,-0.91,50.0,0.728,-2.94,8,9310.47,1.23,"{""손절"": 4, ""트레일링스탑"": 2, ""동적익절"": 2}"
AVL,0.28,50.0,1.059,-3.23,10,11673.7,9.95,"{""동적익절"": 5, ""손절"": 3, ""강제청산"": 1, ""백테스트종료"": 1}"
AVNT,-1.77,25.0,0.134,-2.53,4,4622.22,3.54,"{""트레일링스탑"": 1, ""손절"": 3}"
AXS,2.61,66.67,2.833,-1.06,9,10565.29,5.94,"{""횡보정리"": 1, ""동적익절"": 5, ""손절"": 2, ""트레일링스탑"": 1}"
AZIT,1.51,42.86,1.356,-2.41,7,8204.41,3.98,"{""동적익절"": 3, ""손절"": 4}"
B3,4.72,66.67,1.872,-3.49,12,14118.19,1.19,"{""손절"": 4, ""트레일링스탑"": 3, ""동적익절"": 5}"
BABY,2.28,100.0,,-0.47,4,4723.83,1.27,"{""동적익절"": 2, ""트레일링스탑"": 2}"
BARD,-0.21,50.0,0.644,-0.9,2,2328.04,3.04,"{""손절"": 1, ""트레일링스탑"": 1}"
BASED,-1.48,33.33,0.475,-2.42,6,6962.89,1.92,"{""손절"": 4, ""동적익절"": 1, ""트레일링스탑"": 1}"
BB,0.86,55.56,1.299,-1.9,9,10521.59,3.44,"{""손절"": 4, ""동적익절"": 4, ""트레일링스탑"": 1}"
BEL,1.59,66.67,2.218,-1.39,6,7039.88,2.58,"{""트레일링스탑"": 1, ""동적익절"": 3, ""손절"": 2}"
BERA,0.39,50.0,3.575,-0.94,2,2343.07,16.5,"{""횡보정리"": 1, ""동적익절"": 1}"
BIO,-4.87,33.33,0.347,-7.05,15,17377.86,1.93,"{""손절"": 9, ""동적익절"": 2, ""트레일링스탑"": 3, ""백테스트종료"": 1}"
BIOT,-1.41,0.0,0.0,-1.53,2,2298.01,3.33,"{""손절"": 2}"
BLAST,-1.78,25.0,0.301,-2.51,4,4621.96,9.33,"{""횡보정리"": 1, ""동적익절"": 1, ""손절"": 2}"
BLEND,-1.74,0.0,0.0,-2.08,3,3456.47,4.17,"{""손절"": 2, ""백테스트종료"": 1}"
BLUE,-0.04,50.0,0.925,-0.67,2,2332.23,5.96,"{""동적익절"": 1, ""손절"": 1}"
BLUR,-4.13,25.0,0.16,-5.05,8,9229.87,2.57,"{""손절"": 6, ""동적익절"": 1, ""트레일링스탑"": 1}"
BLY,4.62,66.67,3.848,-1.58,3,3615.7,0.22,"{""동적익절"": 2, ""손절"": 1}"
BNT,0.25,50.0,2.626,-0.49,2,2339.48,13.67,"{""동적익절"": 1, ""백테스트종료"": 1}"
BOB,-1.26,33.33,0.105,-1.44,3,3468.34,3.06,"{""손절"": 2, ""트레일링스탑"": 1}"
BOBA,1.01,50.0,1.618,-1.53,8,9358.61,8.91,"{""횡보정리"": 2, ""손절"": 2, ""동적익절"": 3, ""트레일링스탑"": 1}"
BRETT,3.15,100.0,,-0.65,5,5912.39,4.97,"{""동적익절"": 4, ""백테스트종료"": 1}"
BREV,0.11,50.0,1.164,-1.17,2,2336.16,1.54,"{""동적익절"": 1, ""손절"": 1}"
BSV,0.37,50.0,1.488,-0.85,2,2342.56,1.5,"{""동적익절"": 1, ""손절"": 1}"
BTC,-0.91,37.5,0.415,-1.43,8,9310.48,24.34,"{""횡보정리"": 3, ""동적익절"": 3, ""손절"": 1, ""백테스트종료"": 1}"
BTR,-0.61,50.0,0.745,-2.54,8,9318.02,2.8,"{""트레일링스탑"": 3, ""손절"": 3, ""동적익절"": 1, ""백테스트종료"": 1}"
C,3.01,100.0,,-0.19,2,2408.85,0.29,"{""동적익절"": 2}"
CAMP,0.03,66.67,1.047,-1.25,3,3500.81,8.42,"{""손절"": 1, ""동적익절"": 1, ""트레일링스탑"": 1}"
CFG,-0.09,50.0,0.953,-2.25,6,6997.78,2.9,"{""트레일링스탑"": 1, ""손절"": 3, ""동적익절"": 2}"
CHIP,-2.94,16.67,0.126,-3.4,6,6926.25,1.97,"{""손절"": 5, ""트레일링스탑"": 1}"
CHR,-0.93,33.33,0.639,-2.59,6,6976.72,3.46,"{""손절"": 4, ""동적익절"": 2}"
CKB,-0.28,0.0,0.0,-0.45,1,1159.69,24.33,"{""횡보정리"": 1}"
COMP,0.83,75.0,2.459,-0.89,4,4687.55,3.73,"{""동적익절"": 2, ""트레일링스탑"": 1, ""손절"": 1}"
CORE,0.15,75.0,1.265,-1.14,4,4670.48,1.5,"{""트레일링스탑"": 3, ""손절"": 1}"
COS,1.14,60.0,1.976,-1.46,5,5861.93,3.93,"{""트레일링스탑"": 1, ""손절"": 2, ""동적익절"": 2}"
CPOOL,0.76,50.0,1.282,-2.35,6,7019.06,7.08,"{""동적익절"": 2, ""트레일링스탑"": 1, ""횡보정리"": 1, ""손절"": 2}"
CRTS,5.56,88.89,9.641,-0.81,9,10639.23,1.91,"{""동적익절"": 7, ""손절"": 1, ""트레일링스탑"": 1}"
CSPR,0.57,57.14,1.238,-1.99,7,8180.89,3.79,"{""동적익절"": 3, ""트레일링스탑"": 1, ""손절"": 3}"
CTSI,1.38,57.14,1.457,-2.19,7,8201.34,1.0,"{""동적익절"": 3, ""손절"": 3, ""트레일링스탑"": 1}"
CUDIS,1.27,75.0,1.822,-1.56,4,4698.41,2.06,"{""동적익절"": 2, ""트레일링스탑"": 1, ""손절"": 1}"
CVC,1.68,75.0,3.539,-1.11,4,4708.86,13.33,"{""동적익절"": 3, ""손절"": 1}"
CYS,-2.91,42.86,0.528,-3.87,14,16260.51,1.99,"{""손절"": 8, ""동적익절"": 3, ""트레일링스탑"": 3}"
D,1.2,58.33,1.263,-3.03,12,14030.17,2.67,"{""손절"": 5, ""트레일링스탑"": 2, ""동적익절"": 5}"
DAO,0.67,50.0,1.423,-1.45,4,4683.39,6.0,"{""손절"": 2, ""트레일링스탑"": 1, ""동적익절"": 1}"
DBR,-2.45,0.0,0.0,-2.78,2,2271.98,10.58,"{""손절"": 2}"
DEEP,1.5,50.0,2.038,-1.14,4,4704.37,2.31,"{""손절"": 2, ""동적익절"": 2}"
DEXE,1.29,66.67,2.07,-1.76,6,7032.44,2.19,"{""동적익절"": 3, ""트레일링스탑"": 1, ""손절"": 2}"
DKA,-0.21,50.0,0.476,-1.25,2,2328.05,0.62,"{""트레일링스탑"": 2}"
DOGE,0.76,60.0,1.885,-1.73,5,5852.31,9.17,"{""동적익절"": 2, ""트레일링스탑"": 1, ""횡보정리"": 1, ""손절"": 1}"
DOOD,-1.37,0.0,0.0,-1.51,2,2298.98,4.62,"{""손절"": 2}"
DOT,0.72,100.0,,-0.2,1,1184.79,2.58,"{""동적익절"": 1}"
DRIFT,-0.0,50.0,0.998,-1.26,4,4666.58,1.02,"{""손절"": 2, ""동적익절"": 2}"
DYDX,-0.89,60.0,0.758,-3.51,5,5811.06,2.33,"{""동적익절"": 3, ""손절"": 2}"
EDEN,-1.55,50.0,0.416,-2.42,4,4627.92,0.77,"{""트레일링스탑"": 1, ""손절"": 2, ""동적익절"": 1}"
EDGE,0.29,50.0,1.348,-0.92,2,2340.62,0.79,"{""동적익절"": 1, ""손절"": 1}"
EDU,-0.45,55.56,0.856,-2.25,9,10488.63,4.6,"{""트레일링스탑"": 2, ""손절"": 4, ""동적익절"": 3}"
EGG,0.07,100.0,,-0.54,1,1168.33,0.83,"{""트레일링스탑"": 1}"
ENA,-0.07,50.0,0.962,-1.46,6,6998.24,2.81,"{""손절"": 3, ""동적익절"": 2, ""트레일링스탑"": 1}"
ENJ,9.28,83.33,6.01,-1.52,12,14232.57,0.85,"{""트레일링스탑"": 3, ""동적익절"": 7, ""손절"": 2}"
ENSO,-0.31,50.0,0.921,-2.85,10,11659.02,3.18,"{""트레일링스탑"": 1, ""동적익절"": 3, ""손절"": 5, ""백테스트종료"": 1}"
EPT,3.02,50.0,6.101,-1.2,2,2408.95,1.88,"{""손절"": 1, ""동적익절"": 1}"
ESP,0.32,66.67,1.459,-1.36,3,3507.97,1.22,"{""동적익절"": 1, ""트레일링스탑"": 1, ""손절"": 1}"
ETH,-1.64,42.86,0.225,-2.25,7,8125.65,22.11,"{""손절"": 3, ""횡보정리"": 1, ""동적익절"": 3}"
ETHFI,-0.15,50.0,0.892,-1.3,4,4662.92,8.88,"{""동적익절"": 2, ""손절"": 2}"
EUL,0.98,53.85,1.205,-2.79,13,15191.19,1.74,"{""동적익절"": 5, ""트레일링스탑"": 2, ""손절"": 6}"
F,2.89,50.0,28.009,-0.8,2,2405.81,18.79,"{""횡보정리"": 1, ""동적익절"": 1}"
FANC,0.62,50.0,1.763,-0.86,2,2348.94,0.96,"{""동적익절"": 1, ""손절"": 1}"
FF,-0.35,50.0,0.497,-1.18,2,2324.61,1.96,"{""트레일링스탑"": 1, ""손절"": 1}"
FIL,-0.64,57.14,0.775,-2.27,7,8150.6,4.69,"{""손절"": 3, ""동적익절"": 3, ""트레일링스탑"": 1}"
FITFI,1.1,100.0,,-0.1,1,1194.17,0.08,"{""동적익절"": 1}"
FLOCK,-1.46,25.0,0.246,-2.17,4,4630.06,3.19,"{""동적익절"": 1, ""손절"": 3}"
FLUID,-0.27,50.0,0.561,-0.83,2,2326.62,8.92,"{""손절"": 1, ""트레일링스탑"": 1}"
FORT,-1.88,25.0,0.268,-3.42,4,4619.46,2.17,"{""손절"": 3, ""동적익절"": 1}"
G,-4.06,28.57,0.323,-5.38,7,8064.91,16.29,"{""손절"": 4, ""동적익절"": 2, ""강제청산"": 1}"
GAS,1.73,66.67,1.932,-1.72,6,7043.46,4.9,"{""손절"": 2, ""트레일링스탑"": 1, ""동적익절"": 3}"
GHX,0.33,71.43,1.262,-1.31,7,8174.96,6.68,"{""동적익절"": 2, ""손절"": 2, ""트레일링스탑"": 3}"
GLM,0.19,100.0,,-0.45,1,1171.54,3.42,"{""트레일링스탑"": 1}"
GNO,-1.92,25.0,0.147,-2.47,4,4618.64,13.67,"{""동적익절"": 1, ""횡보정리"": 1, ""손절"": 2}"
GOAT,-1.54,55.56,0.649,-3.08,9,10461.37,1.31,"{""동적익절"": 3, ""손절"": 3, ""트레일링스탑"": 3}"
GPS,-1.26,25.0,0.359,-2.13,4,4635.02,2.38,"{""동적익절"": 1, ""손절"": 3}"
GRACY,3.66,100.0,,-0.31,2,2425.04,0.21,"{""동적익절"": 1, ""트레일링스탑"": 1}"
GRND,9.86,85.71,13.797,-0.76,7,8413.88,2.96,"{""동적익절"": 6, ""손절"": 1}"
GTC,1.73,75.0,2.764,-1.36,4,4710.11,0.69,"{""손절"": 1, ""동적익절"": 3}"
GWEI,-0.74,50.0,0.698,-2.59,6,6981.45,1.31,"{""동적익절"": 2, ""트레일링스탑"": 1, ""손절"": 3}"
H,-0.88,46.15,0.805,-3.5,13,15144.6,4.33,"{""손절"": 7, ""트레일링스탑"": 2, ""동적익절"": 4}"
HAEDAL,-0.18,50.0,0.903,-2.17,6,6995.5,5.76,"{""손절"": 3, ""트레일링스탑"": 1, ""동적익절"": 2}"
HEMI,0.57,50.0,1.221,-2.1,8,9347.55,5.32,"{""손절"": 4, ""트레일링스탑"": 2, ""동적익절"": 2}"
HIGH,2.15,60.0,2.74,-1.4,5,5887.33,2.77,"{""손절"": 2, ""동적익절"": 2, ""트레일링스탑"": 1}"
HIVE,3.42,33.33,2.511,-2.33,3,3585.68,1.75,"{""동적익절"": 1, ""손절"": 2}"
HOLO,-0.57,0.0,0.0,-0.63,1,1152.36,4.67,"{""손절"": 1}"
HOOK,-1.16,33.33,0.24,-1.95,3,3470.89,1.5,"{""트레일링스탑"": 1, ""손절"": 2}"
HUMA,-2.4,28.57,0.341,-2.87,7,8106.44,2.18,"{""손절"": 5, ""트레일링스탑"": 1, ""동적익절"": 1}"
HYPER,-1.36,0.0,0.0,-1.48,2,2299.26,0.67,"{""손절"": 2}"
ICP,-0.55,33.33,0.574,-1.54,3,3486.17,2.39,"{""손절"": 2, ""동적익절"": 1}"
ICX,0.24,100.0,,-0.45,1,1172.66,4.58,"{""트레일링스탑"": 1}"
ID,6.36,75.0,27.494,-0.41,4,4826.02,3.75,"{""동적익절"": 3, ""백테스트종료"": 1}"
ILV,0.99,50.0,2.197,-0.95,4,4691.39,1.48,"{""동적익절"": 2, ""손절"": 1, ""백테스트종료"": 1}"
IN,2.33,66.67,2.574,-2.16,6,7058.41,2.21,"{""손절"": 2, ""동적익절"": 3, ""트레일링스탑"": 1}"
IO,-1.84,25.0,0.279,-2.08,4,4620.43,7.19,"{""손절"": 3, ""동적익절"": 1}"
IOTX,-1.24,0.0,0.0,-1.42,2,2302.24,3.29,"{""손절"": 2}"
IP,-2.17,44.44,0.262,-2.9,9,10445.58,6.31,"{""손절"": 4, ""횡보정리"": 1, ""동적익절"": 1, ""트레일링스탑"": 2, ""백테스트종료"": 1}"
IQ,-1.69,0.0,0.0,-2.31,2,2291.05,2.46,"{""손절"": 2}"
IRYS,0.59,60.0,1.362,-1.17,5,5848.09,1.22,"{""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 2}"
JOE,-1.07,50.0,0.626,-2.07,6,6973.19,4.53,"{""동적익절"": 2, ""손절"": 3, ""트레일링스탑"": 1}"
JTO,-0.84,50.0,0.613,-1.7,6,6978.85,3.51,"{""동적익절"": 2, ""손절"": 2, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
KAIA,-0.24,50.0,0.83,-1.54,4,4660.55,17.19,"{""동적익절"": 2, ""손절"": 2}"
KAT,-3.6,33.33,0.124,-3.95,6,6909.85,1.44,"{""손절"": 4, ""트레일링스탑"": 2}"
KAVA,-1.43,0.0,0.0,-1.69,2,2297.42,0.83,"{""손절"": 1, ""백테스트종료"": 1}"
KERNEL,0.32,66.67,1.313,-1.99,3,3507.91,3.56,"{""손절"": 1, ""동적익절"": 2}"
KITE,-2.65,28.57,0.282,-3.5,7,8100.29,1.55,"{""손절"": 5, ""트레일링스탑"": 1, ""동적익절"": 1}"
KNC,3.18,50.0,5.136,-0.96,4,4746.47,1.54,"{""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 1}"
KSM,-0.95,25.0,0.262,-1.84,4,4642.73,2.83,"{""손절"": 2, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
LA,1.02,66.67,2.696,-0.99,3,3525.63,3.83,"{""동적익절"": 2, ""손절"": 1}"
LAYER,-3.93,0.0,0.0,-4.33,3,3401.59,3.44,"{""손절"": 3}"
LISTA,1.27,100.0,,-0.52,2,2365.09,8.29,"{""동적익절"": 2}"
LIT,-1.51,0.0,0.0,-1.86,3,3462.07,7.81,"{""손절"": 2, ""백테스트종료"": 1}"
LM,-1.82,33.33,0.164,-2.02,3,3454.48,1.69,"{""손절"": 2, ""트레일링스탑"": 1}"
LPT,-0.48,33.33,0.615,-0.82,3,3488.08,3.78,"{""손절"": 2, ""동적익절"": 1}"
LWA,-2.44,25.0,0.128,-3.15,4,4605.41,4.35,"{""동적익절"": 1, ""손절"": 3}"
MAGIC,-0.48,25.0,0.732,-1.93,4,4654.73,6.0,"{""손절"": 3, ""동적익절"": 1}"
MANTRA,-0.61,0.0,0.0,-0.67,1,1151.46,3.0,"{""손절"": 1}"
MAPO,0.21,33.33,2.021,-0.46,3,3505.34,14.06,"{""동적익절"": 1, ""횡보정리"": 1, ""백테스트종료"": 1}"
MASK,-0.97,60.0,0.551,-2.54,5,5808.9,6.5,"{""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 2}"
MAV,-2.59,0.0,0.0,-2.76,3,3435.17,1.19,"{""손절"": 3}"
MBX,-1.1,25.0,0.398,-2.09,4,4639.21,4.58,"{""동적익절"": 1, ""손절"": 2, ""백테스트종료"": 1}"
ME,-0.6,0.0,0.0,-0.71,1,1151.52,9.25,"{""손절"": 1}"
MEGA,-0.33,33.33,0.515,-1.12,3,3491.7,2.42,"{""손절"": 1, ""트레일링스탑"": 2}"
MERL,-2.19,50.0,0.533,-3.61,12,13945.15,2.55,"{""손절"": 6, ""트레일링스탑"": 4, ""동적익절"": 2}"
MET,-1.07,33.33,0.392,-1.87,3,3473.17,4.5,"{""동적익절"": 1, ""손절"": 2}"
METIS,0.02,50.0,1.013,-1.02,4,4667.09,6.92,"{""손절"": 2, ""동적익절"": 2}"
MEV,-1.15,33.33,0.247,-1.45,3,3471.07,2.25,"{""손절"": 2, ""트레일링스탑"": 1}"
MINA,3.61,75.0,6.568,-0.84,4,4757.18,11.67,"{""동적익절"": 3, ""손절"": 1}"
MIRA,1.97,100.0,,-0.92,1,1215.94,1.67,"{""동적익절"": 1}"
MMT,0.39,100.0,,-0.51,1,1176.52,20.75,"{""동적익절"": 1}"
MON,-3.03,28.57,0.172,-3.61,7,8090.83,3.7,"{""손절"": 5, ""트레일링스탑"": 2}"
MOODENG,-1.9,0.0,0.0,-2.08,3,3452.27,4.11,"{""손절"": 3}"
MOVE,-0.97,33.33,0.233,-1.61,3,3475.69,3.64,"{""손절"": 2, ""백테스트종료"": 1}"
MVC,0.11,75.0,1.077,-1.65,4,4669.32,5.98,"{""동적익절"": 2, ""손절"": 1, ""트레일링스탑"": 1}"
NCT,0.41,50.0,1.153,-2.71,4,4676.89,1.5,"{""동적익절"": 2, ""손절"": 2}"
NEO,-0.65,50.0,0.557,-1.6,4,4650.43,8.94,"{""동적익절"": 2, ""손절"": 2}"
NEWT,1.21,33.33,1.932,-1.11,3,3530.25,5.08,"{""손절"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
NIL,-0.45,66.67,0.818,-3.09,6,6988.67,1.31,"{""트레일링스탑"": 3, ""손절"": 2, ""동적익절"": 1}"
NMR,2.0,75.0,4.035,-0.79,4,4716.69,3.31,"{""동적익절"": 3, ""손절"": 1}"
NOM,-1.79,50.0,0.731,-3.79,8,9288.56,1.14,"{""손절"": 4, ""동적익절"": 4}"
NXPC,-2.05,20.0,0.16,-2.7,5,5782.04,5.27,"{""손절"": 4, ""동적익절"": 1}"
OBSR,3.23,100.0,,-0.89,7,8247.64,8.7,"{""동적익절"": 4, ""트레일링스탑"": 3}"
OGN,0.57,100.0,,-0.5,1,1181.02,7.83,"{""동적익절"": 1}"
ONDO,1.0,60.0,1.398,-1.52,10,11691.67,6.93,"{""동적익절"": 5, ""손절"": 4, ""트레일링스탑"": 1}"
ONG,-1.73,33.33,0.39,-3.48,6,6956.74,3.33,"{""동적익절"": 1, ""손절"": 4, ""트레일링스탑"": 1}"
ONT,-0.57,33.33,0.598,-1.52,3,3485.73,3.31,"{""동적익절"": 1, ""손절"": 2}"
OPEN,0.89,75.0,2.523,-1.0,4,4688.94,4.1,"{""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 1}"
ORBS,1.8,83.33,4.12,-0.99,6,7045.03,11.33,"{""손절"": 1, ""동적익절"": 4, ""백테스트종료"": 1}"
ORCA,-2.68,46.15,0.598,-4.73,13,15099.53,1.87,"{""손절"": 7, ""트레일링스탑"": 2, ""동적익절"": 3, ""백테스트종료"": 1}"
ORDER,2.34,66.67,2.402,-1.11,6,7058.74,5.19,"{""동적익절"": 4, ""손절"": 2}"
OSMO,-0.65,0.0,0.0,-0.71,1,1150.45,11.75,"{""손절"": 1}"
OXT,-1.21,0.0,0.0,-1.32,2,2303.11,7.75,"{""손절"": 2}"
PARTI,-0.9,33.33,0.692,-2.85,6,6977.44,1.29,"{""손절"": 4, ""동적익절"": 2}"
PCI,-4.39,14.29,0.129,-5.34,7,8056.66,5.1,"{""손절"": 6, ""동적익절"": 1}"
PEAQ,2.89,83.33,5.831,-1.31,6,7072.54,3.49,"{""동적익절"": 5, ""손절"": 1}"
PENGU,-0.93,40.0,0.749,-3.03,10,11643.43,5.61,"{""동적익절"": 4, ""손절"": 6}"
PEPE,0.23,100.0,,-0.49,1,1172.54,1.17,"{""트레일링스탑"": 1}"
PHA,-1.05,25.0,0.459,-1.72,4,4640.34,1.46,"{""손절"": 3, ""동적익절"": 1}"
PIEVERSE,-0.42,50.0,0.885,-3.19,6,6989.42,0.76,"{""손절"": 3, ""동적익절"": 3}"
PLUME,0.85,100.0,,-0.6,1,1187.88,2.92,"{""동적익절"": 1}"
POLA,5.16,77.78,3.06,-2.7,9,10629.25,0.78,"{""동적익절"": 7, ""손절"": 2}"
POLYX,1.33,80.0,2.102,-1.24,5,5866.55,2.35,"{""트레일링스탑"": 3, ""동적익절"": 1, ""손절"": 1}"
PONKE,1.69,66.67,2.306,-1.31,3,3542.37,1.42,"{""동적익절"": 2, ""손절"": 1}"
POPCAT,3.61,50.0,7.085,-0.89,2,2423.72,10.5,"{""손절"": 1, ""동적익절"": 1}"
PRL,-0.18,40.0,0.902,-2.39,5,5828.8,1.93,"{""동적익절"": 2, ""손절"": 3}"
PROMPT,-1.21,0.0,0.0,-1.4,2,2302.98,1.96,"{""손절"": 2}"
PROS,-0.62,50.0,0.316,-1.35,2,2317.81,1.21,"{""트레일링스탑"": 1, ""손절"": 1}"
PROVE,-0.43,50.0,0.305,-1.2,2,2322.56,5.38,"{""손절"": 1, ""트레일링스탑"": 1}"
PUFFER,0.7,57.14,1.216,-3.62,7,8184.3,1.21,"{""동적익절"": 4, ""손절"": 3}"
PUMPBTC,1.43,66.67,3.102,-1.99,6,7035.8,4.18,"{""동적익절"": 3, ""트레일링스탑"": 2, ""손절"": 1}"
PYR,-0.73,0.0,0.0,-0.79,1,1148.26,0.83,"{""손절"": 1}"
QTUM,-0.18,50.0,0.564,-0.73,2,2328.86,14.62,"{""횡보정리"": 1, ""트레일링스탑"": 1}"
RAD,0.14,66.67,1.093,-1.56,3,3503.56,2.5,"{""동적익절"": 2, ""손절"": 1}"
RAY,-0.33,66.67,0.446,-0.97,3,3491.8,7.42,"{""손절"": 1, ""트레일링스탑"": 2}"
RECALL,-0.26,50.0,0.575,-1.09,2,2326.72,3.04,"{""손절"": 1, ""트레일링스탑"": 1}"
RED,-1.11,25.0,0.494,-2.72,4,4638.74,1.58,"{""동적익절"": 1, ""손절"": 3}"
REI,-0.56,66.67,0.618,-1.64,3,3486.05,8.75,"{""동적익절"": 1, ""손절"": 1, ""트레일링스탑"": 1}"
RENDER,3.08,100.0,,-0.7,5,5910.61,3.3,"{""동적익절"": 4, ""트레일링스탑"": 1}"
REQ,31.96,83.33,47.41,-0.83,6,7801.0,5.1,"{""동적익절"": 5, ""손절"": 1}"
RESOLV,3.14,75.0,6.481,-1.66,4,4745.41,4.12,"{""동적익절"": 3, ""손절"": 1}"
REZ,-0.78,25.0,0.568,-1.54,4,4647.15,6.62,"{""횡보정리"": 1, ""동적익절"": 1, ""손절"": 2}"
ROBO,-2.85,0.0,0.0,-3.25,3,3428.66,2.58,"{""손절"": 3}"
RON,-0.74,50.0,0.462,-1.4,4,4648.12,5.6,"{""동적익절"": 1, ""손절"": 2, ""트레일링스탑"": 1}"
RPL,-1.4,50.0,0.222,-2.17,2,2298.15,2.67,"{""트레일링스탑"": 1, ""손절"": 1}"
RSS3,0.66,66.67,1.178,-2.38,9,10516.62,1.44,"{""동적익절"": 4, ""손절"": 3, ""트레일링스탑"": 2}"
RVN,6.22,66.67,11.597,-1.1,3,3655.97,8.75,"{""손절"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
SAFE,1.29,50.0,2.989,-1.29,2,2365.59,8.71,"{""손절"": 1, ""동적익절"": 1}"
SAHARA,0.04,37.5,1.011,-2.76,8,9334.22,2.32,"{""손절"": 5, ""동적익절"": 3}"
SAPIEN,0.6,66.67,1.788,-0.81,3,3515.07,2.72,"{""동적익절"": 2, ""손절"": 1}"
SEI,0.05,50.0,1.134,-0.59,2,2334.51,12.96,"{""동적익절"": 1, ""백테스트종료"": 1}"
SENT,0.46,50.0,3.24,-0.87,2,2344.94,4.12,"{""동적익절"": 1, ""백테스트종료"": 1}"
SHELL,2.61,75.0,4.162,-1.1,4,4732.02,6.25,"{""손절"": 1, ""동적익절"": 3}"
SHIB,-0.64,0.0,0.0,-0.83,1,1150.68,18.0,"{""손절"": 1}"
SIGN,0.02,100.0,,-0.52,1,1167.06,7.08,"{""백테스트종료"": 1}"
SIX,3.39,80.0,6.839,-1.01,5,5918.34,1.95,"{""손절"": 1, ""동적익절"": 4}"
SKL,2.52,75.0,5.229,-0.71,4,4729.7,4.23,"{""동적익절"": 3, ""손절"": 1}"
SKR,-0.35,50.0,0.71,-1.15,4,4657.95,2.38,"{""손절"": 2, ""동적익절"": 1, ""트레일링스탑"": 1}"
SKY,-0.91,0.0,0.0,-1.03,2,2310.52,14.71,"{""손절"": 1, ""횡보정리"": 1}"
SNT,-1.22,33.33,0.121,-1.65,3,3469.51,16.22,"{""횡보정리"": 1, ""동적익절"": 1, ""손절"": 1}"
